,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
165,2023,SE,Full-time,Machine Learning Engineer,190000,US,0,US,Medium
166,2023,SE,Full-time,Machine Learning Engineer,150000,US,0,US,Medium
169,2023,SE,Full-time,Analytics Engineer,150000,US,100,US,Medium
170,2023,SE,Full-time,Analytics Engineer,120000,US,100,US,Medium
172,2023,SE,Full-time,Data Engineer,120000,US,0,US,Medium
175,2023,SE,Full-time,Data Analyst,54685,CF,100,CF,Medium
176,2023,SE,Full-time,Data Analyst,42533,CF,100,CF,Medium
177,2023,SE,Full-time,Data Engineer,241000,US,0,US,Medium
178,2023,SE,Full-time,Data Engineer,155000,US,0,US,Medium
179,2023,SE,Full-time,Data Engineer,220000,US,100,US,Medium
180,2023,SE,Full-time,Data Engineer,190000,US,100,US,Medium
181,2023,MI,Full-time,Data Scientist,66837,GB,0,GB,Medium
182,2023,MI,Full-time,Data Scientist,54685,GB,0,GB,Medium
183,2020,EX,Full-time,Staff Data Analyst,15000,NG,0,CA,Medium
184,2023,MI,Full-time,ETL Engineer,85066,GB,100,GB,Medium
185,2023,MI,Full-time,ETL Engineer,57723,GB,100,GB,Medium
186,2023,EN,Full-time,Data Analyst,85000,US,100,US,Medium
187,2023,EN,Full-time,Data Analyst,75000,US,100,US,Medium
188,2023,SE,Full-time,Data Engineer,160000,US,0,US,Medium
190,2023,MI,Full-time,Machine Learning Engineer,300000,US,0,US,Medium
191,2023,MI,Full-time,Machine Learning Engineer,250000,US,0,US,Medium
192,2023,SE,Full-time,Data Scientist,228000,US,0,US,Medium
193,2023,SE,Full-time,Data Scientist,186000,US,0,US,Medium
194,2023,SE,Full-time,Data Scientist,190000,US,0,US,Medium
196,2023,MI,Full-time,Research Engineer,230000,US,0,US,Medium
197,2023,MI,Full-time,Research Engineer,200000,US,0,US,Medium
198,2023,SE,Full-time,Data Architect,180000,US,100,US,Medium
199,2023,SE,Full-time,Data Architect,115000,US,100,US,Medium
200,2023,SE,Full-time,Data Architect,200000,US,100,US,Medium
202,2023,SE,Full-time,Data DevOps Engineer,53654,FR,50,FR,Small
203,2023,EX,Full-time,Data Engineer,220000,US,0,US,Medium
204,2023,EX,Full-time,Data Engineer,205000,US,0,US,Medium
205,2023,MI,Full-time,Data Engineer,180000,US,0,US,Medium
207,2023,SE,Full-time,Data Engineer,200000,US,100,US,Medium
208,2023,SE,Full-time,Data Engineer,150000,US,100,US,Medium
209,2023,SE,Full-time,Computer Vision Engineer,215000,US,0,US,Medium
210,2023,SE,Full-time,Computer Vision Engineer,170000,US,0,US,Medium
211,2023,SE,Full-time,Machine Learning Engineer,247500,US,0,US,Medium
212,2023,SE,Full-time,Machine Learning Engineer,172200,US,0,US,Medium
213,2023,SE,Full-time,Data Scientist,224000,CA,0,CA,Medium
214,2023,SE,Full-time,Data Scientist,176000,CA,0,CA,Medium
215,2023,SE,Full-time,Data Analyst,120000,US,100,US,Medium
216,2023,SE,Full-time,Data Analyst,75000,US,100,US,Medium
217,2023,EN,Full-time,Data Engineer,17022,IN,100,IN,Large
218,2023,SE,Full-time,Applied Data Scientist,68318,AU,100,FI,Medium
219,2023,MI,Full-time,AI Developer,75020,FI,0,FI,Medium
220,2023,SE,Full-time,Data Analyst,140000,US,0,US,Medium
221,2023,SE,Full-time,Data Analyst,120000,US,0,US,Medium
222,2023,SE,Full-time,Data Engineer,128000,US,0,US,Medium
228,2023,EX,Full-time,Head of Data,329500,US,0,US,Medium
229,2023,EX,Full-time,Head of Data,269600,US,0,US,Medium
230,2023,SE,Full-time,Data Quality Analyst,100000,US,0,US,Medium
231,2023,SE,Full-time,Data Quality Analyst,80000,US,0,US,Medium
232,2023,SE,Full-time,Data Scientist,250000,US,0,US,Medium
233,2023,SE,Full-time,Data Scientist,162500,US,0,US,Medium
234,2023,MI,Full-time,AI Developer,200000,US,100,US,Medium
236,2023,SE,Full-time,Data Engineer,100000,US,0,US,Medium
237,2023,EX,Full-time,Data Engineer,145000,US,0,US,Medium
238,2023,EX,Full-time,Data Engineer,115000,US,0,US,Medium
239,2023,SE,Full-time,Data Scientist,203500,US,0,US,Medium
240,2023,SE,Full-time,Data Scientist,152000,US,0,US,Medium
241,2023,SE,Full-time,Data Scientist,239000,US,0,US,Large
242,2023,SE,Full-time,Data Scientist,122900,US,0,US,Large
243,2023,SE,Full-time,Data Scientist,237000,US,0,US,Medium
244,2023,SE,Full-time,Data Scientist,145000,US,0,US,Medium
245,2023,SE,Full-time,Data Science Manager,191765,US,0,US,Medium
246,2023,SE,Full-time,Data Science Manager,134236,US,0,US,Medium
247,2023,SE,Full-time,Analytics Engineer,190000,US,100,US,Medium
248,2023,SE,Full-time,Analytics Engineer,112000,US,100,US,Medium
249,2022,SE,Full-time,Data Scientist,88256,ES,100,GB,Large
252,2023,SE,Full-time,Data Analyst,135000,US,0,US,Medium
253,2023,SE,Full-time,Data Analyst,105500,US,0,US,Medium
254,2023,SE,Full-time,Research Engineer,293000,US,0,US,Medium
255,2023,SE,Full-time,Research Engineer,185000,US,0,US,Medium
256,2023,SE,Full-time,Data Analyst,80000,US,0,US,Medium
257,2023,SE,Full-time,Data Analyst,70000,US,0,US,Medium
259,2023,SE,Full-time,Data Engineer,160000,US,100,US,Medium
260,2023,SE,Full-time,Data Scientist,175000,US,100,US,Medium
261,2023,SE,Full-time,Data Scientist,145000,US,100,US,Medium
262,2023,SE,Full-time,Data Analyst,200000,US,0,US,Medium
263,2023,SE,Full-time,Data Analyst,148500,US,0,US,Medium
266,2023,SE,Full-time,Data Engineer,240500,US,0,US,Large
267,2023,SE,Full-time,Data Engineer,123700,US,0,US,Large
268,2023,SE,Full-time,Analytics Engineer,152900,US,100,US,Medium
269,2023,SE,Full-time,Analytics Engineer,117100,US,100,US,Medium
270,2023,SE,Full-time,Analytics Engineer,173000,US,100,US,Medium
271,2023,SE,Full-time,Analytics Engineer,113000,US,100,US,Medium
272,2023,SE,Full-time,Applied Scientist,260000,US,0,US,Large
274,2023,EX,Full-time,Data Engineer,175000,US,0,US,Medium
275,2023,EX,Full-time,Data Engineer,110000,US,0,US,Medium
278,2023,SE,Full-time,Research Scientist,130000,US,100,US,Medium
279,2023,SE,Full-time,Research Scientist,110000,US,100,US,Medium
280,2023,SE,Full-time,Applied Scientist,205000,US,100,US,Medium
281,2023,SE,Full-time,Applied Scientist,184000,US,100,US,Medium
282,2023,SE,Full-time,Data Analyst,149500,US,100,US,Medium
283,2023,SE,Full-time,Data Analyst,127075,US,100,US,Medium
286,2023,SE,Full-time,Data Engineer,219535,US,100,US,Medium
287,2023,SE,Full-time,Data Engineer,146115,US,100,US,Medium
289,2023,SE,Full-time,Data Scientist,135000,US,0,US,Medium
292,2023,SE,Full-time,Data Scientist,199000,US,0,US,Medium
293,2023,SE,Full-time,Data Scientist,162000,US,0,US,Medium
296,2023,EX,Full-time,Analytics Engineer,221000,US,100,US,Medium
297,2023,EX,Full-time,Analytics Engineer,153000,US,100,US,Medium
298,2023,SE,Full-time,Data Analyst,187000,US,0,US,Medium
299,2023,SE,Full-time,Data Analyst,128000,US,0,US,Medium
300,2023,SE,Full-time,Research Scientist,210000,US,0,US,Medium
301,2023,SE,Full-time,Research Scientist,136000,US,0,US,Medium
303,2023,SE,Full-time,Data Scientist,100000,US,100,US,Medium
304,2023,SE,Full-time,Data Engineer,179000,US,0,US,Medium
305,2023,SE,Full-time,Data Engineer,109000,US,0,US,Medium
306,2023,SE,Full-time,Data Scientist,245000,US,0,US,Medium
307,2023,SE,Full-time,Data Scientist,180000,US,0,US,Medium
308,2023,SE,Full-time,Data Analyst,142000,US,100,US,Medium
310,2023,SE,Full-time,Data Manager,198800,US,0,US,Medium
311,2023,SE,Full-time,Data Manager,105200,US,0,US,Medium
312,2023,SE,Full-time,Data Analyst,125000,US,100,US,Medium
313,2023,SE,Full-time,Data Analyst,112000,US,100,US,Medium
314,2023,SE,Full-time,Data Scientist,210000,US,0,US,Medium
315,2023,SE,Full-time,Data Scientist,155000,US,0,US,Medium
316,2023,SE,Full-time,Data Manager,115000,US,100,US,Medium
317,2023,SE,Full-time,Data Manager,86000,US,100,US,Medium
318,2023,SE,Full-time,Data Scientist,165000,US,0,US,Medium
319,2023,SE,Full-time,Data Scientist,140000,US,0,US,Medium
320,2023,SE,Full-time,Data Analyst,139000,US,0,US,Medium
321,2023,SE,Full-time,Data Analyst,106000,US,0,US,Medium
322,2023,EN,Full-time,Data Analyst,40663,CA,0,CA,Large
323,2022,SE,Full-time,AI Developer,275000,CA,0,CA,Small
324,2023,SE,Freelancer,Machine Learning Researcher,50000,UA,50,UA,Small
325,2023,MI,Full-time,Machine Learning Engineer,280700,US,100,US,Medium
326,2023,MI,Full-time,Machine Learning Engineer,150450,US,100,US,Medium
327,2023,EN,Full-time,Data Scientist,51753,CA,100,CA,Large
328,2023,SE,Full-time,Data Architect,250500,US,0,US,Medium
329,2023,SE,Full-time,Data Architect,159500,US,0,US,Medium
334,2023,EN,Full-time,Data Scientist,130001,US,100,US,Medium
335,2023,EN,Full-time,Data Scientist,71907,US,100,US,Medium
336,2023,MI,Full-time,Data Scientist,93918,US,100,US,Medium
337,2023,MI,Full-time,Data Scientist,51962,US,100,US,Medium
338,2023,SE,Full-time,Data Analyst,175000,CA,100,CA,Medium
339,2023,SE,Full-time,Data Analyst,135000,CA,100,CA,Medium
342,2023,SE,Full-time,Machine Learning Engineer,257000,US,0,US,Medium
343,2023,SE,Full-time,Machine Learning Engineer,147000,US,0,US,Medium
344,2023,SE,Full-time,Data Engineer,222000,US,100,US,Medium
346,2023,SE,Full-time,Data Scientist,203000,US,100,US,Medium
347,2023,SE,Full-time,Data Scientist,133200,US,100,US,Medium
350,2023,SE,Full-time,Data Engineer,221000,US,0,US,Medium
351,2023,SE,Full-time,Data Engineer,147000,US,0,US,Medium
354,2023,SE,Full-time,Data Scientist,185900,US,0,US,Medium
355,2023,SE,Full-time,Data Scientist,129300,US,0,US,Medium
356,2023,SE,Full-time,Data Scientist,238000,US,100,US,Medium
357,2023,SE,Full-time,Data Scientist,156000,US,100,US,Medium
358,2023,SE,Full-time,Machine Learning Engineer,304000,US,100,US,Medium
359,2023,SE,Full-time,Machine Learning Engineer,199000,US,100,US,Medium
360,2023,MI,Full-time,Big Data Engineer,48289,ES,100,ES,Medium
361,2023,SE,Full-time,Data Engineer,150000,US,0,US,Medium
362,2023,SE,Full-time,Data Engineer,130000,US,0,US,Medium
363,2023,SE,Full-time,Data Scientist,140000,US,100,US,Medium
364,2023,SE,Full-time,Data Scientist,110000,US,100,US,Medium
365,2023,MI,Full-time,Data Analyst,90000,US,0,US,Medium
366,2023,MI,Full-time,Data Analyst,75000,US,0,US,Medium
367,2023,MI,Full-time,Research Scientist,195895,GB,0,GB,Medium
368,2023,MI,Full-time,Research Scientist,102772,GB,0,GB,Medium
369,2023,SE,Full-time,Data Engineer,240000,US,0,US,Medium
370,2023,SE,Full-time,Data Engineer,183600,US,0,US,Medium
371,2023,MI,Full-time,Data Specialist,130000,US,0,US,Medium
372,2023,MI,Full-time,Data Specialist,80000,US,0,US,Medium
373,2023,SE,Full-time,Data Engineer,250000,US,0,US,Medium
375,2023,SE,Full-time,Data Analytics Manager,160000,US,100,US,Medium
376,2023,SE,Full-time,Data Analytics Manager,120000,US,100,US,Medium
377,2023,SE,Full-time,Machine Learning Engineer,289076,US,0,US,Medium
378,2023,SE,Full-time,Machine Learning Engineer,202353,US,0,US,Medium
381,2023,SE,Full-time,Data Analyst,155000,US,0,US,Medium
383,2023,SE,Full-time,Data Engineer,200000,US,0,US,Medium
385,2023,SE,Full-time,Data Scientist,157750,US,100,US,Medium
386,2023,SE,Full-time,Data Scientist,104650,US,100,US,Medium
387,2023,MI,Full-time,Data Scientist,180000,US,100,US,Medium
388,2023,MI,Full-time,Data Scientist,140000,US,100,US,Medium
389,2023,EX,Full-time,Data Scientist,200000,US,0,US,Medium
390,2023,EX,Full-time,Data Scientist,145000,US,0,US,Medium
391,2023,MI,Full-time,Lead Data Analyst,68000,US,0,US,Large
392,2023,EN,Full-time,BI Data Engineer,60000,US,100,US,Medium
397,2023,MI,Full-time,Data Engineer,125000,US,0,US,Medium
398,2023,MI,Full-time,Data Engineer,90000,US,0,US,Medium
399,2023,SE,Full-time,Data Analyst,105000,US,100,US,Medium
400,2023,SE,Full-time,Data Analyst,90000,US,100,US,Medium
405,2023,EN,Full-time,Research Engineer,155000,US,0,US,Medium
406,2023,EN,Full-time,Research Engineer,125000,US,0,US,Medium
407,2023,SE,Full-time,Machine Learning Engineer,241000,US,0,US,Medium
408,2023,SE,Full-time,Machine Learning Engineer,181000,US,0,US,Medium
409,2023,SE,Full-time,Data Scientist,252000,US,0,US,Medium
410,2023,SE,Full-time,Data Scientist,154000,US,0,US,Medium
411,2023,EX,Full-time,Data Architect,180000,US,0,US,Medium
412,2023,EX,Full-time,Data Architect,155000,US,0,US,Medium
413,2023,SE,Full-time,Data Scientist,191765,US,0,US,Medium
414,2023,SE,Full-time,Data Scientist,134236,US,0,US,Medium
423,2023,SE,Full-time,Data Engineer,146000,US,0,US,Medium
424,2023,SE,Full-time,Data Engineer,75000,US,0,US,Medium
425,2023,EN,Full-time,Data Analyst,64200,US,100,US,Medium
426,2023,EN,Full-time,Data Analyst,56100,US,100,US,Medium
427,2023,SE,Full-time,Machine Learning Engineer,170000,US,0,US,Medium
429,2023,SE,Full-time,Data Analyst,208450,US,100,US,Medium
430,2023,SE,Full-time,Data Analyst,170550,US,100,US,Medium
431,2023,SE,Full-time,Machine Learning Engineer,125000,US,0,US,Medium
432,2023,SE,Full-time,Machine Learning Engineer,100000,US,0,US,Medium
433,2023,MI,Full-time,Data Manager,135000,US,0,US,Medium
434,2023,MI,Full-time,Data Manager,120000,US,0,US,Medium
435,2023,SE,Full-time,Data Scientist,200000,US,100,US,Medium
436,2023,SE,Full-time,Data Scientist,170000,US,100,US,Medium
437,2023,SE,Full-time,Data Scientist,171250,IE,0,IE,Medium
438,2023,SE,Full-time,Data Scientist,113750,IE,0,IE,Medium
443,2023,SE,Full-time,Data Analyst,153600,US,0,US,Medium
444,2023,SE,Full-time,Data Analyst,100500,US,0,US,Medium
447,2023,SE,Full-time,Machine Learning Engineer,115000,CA,100,CA,Medium
448,2023,SE,Full-time,Machine Learning Engineer,95000,CA,100,CA,Medium
449,2023,MI,Full-time,Data Analyst,182500,US,0,US,Medium
450,2023,MI,Full-time,Data Analyst,121500,US,0,US,Medium
451,2023,SE,Full-time,Data Engineer,203100,US,0,US,Medium
452,2023,SE,Full-time,Data Engineer,114500,US,0,US,Medium
453,2023,MI,Full-time,Data Analyst,72914,GB,0,GB,Medium
454,2023,MI,Full-time,Data Analyst,54685,GB,0,GB,Medium
457,2023,EN,Full-time,Data Engineer,92700,US,100,US,Medium
458,2023,EN,Full-time,Data Engineer,61800,US,100,US,Medium
460,2023,SE,Full-time,Data Engineer,130000,US,100,US,Medium
461,2023,SE,Full-time,Data Scientist,258000,CA,0,CA,Medium
462,2023,SE,Full-time,Data Scientist,190000,CA,0,CA,Medium
465,2023,MI,Full-time,Data Architect,167500,US,0,US,Medium
466,2023,MI,Full-time,Data Architect,106500,US,0,US,Medium
469,2023,MI,Full-time,Data Engineer,146000,US,0,US,Medium
470,2023,MI,Full-time,Data Engineer,75000,US,0,US,Medium
471,2022,EN,Full-time,Data Engineer,59888,NL,100,NL,Large
472,2023,EX,Full-time,Data Engineer,286000,US,100,US,Medium
473,2023,EX,Full-time,Data Engineer,207000,US,100,US,Medium
475,2023,SE,Full-time,Data Analyst,80000,US,100,US,Medium
476,2023,SE,Full-time,Data Engineer,223250,US,0,US,Medium
477,2023,SE,Full-time,Data Engineer,178600,US,0,US,Medium
478,2023,EX,Full-time,Director of Data Science,353200,US,0,US,Medium
479,2023,EX,Full-time,Director of Data Science,249300,US,0,US,Medium
480,2023,MI,Full-time,Machine Learning Scientist,230000,US,0,US,Medium
481,2023,MI,Full-time,Machine Learning Scientist,220000,US,0,US,Medium
482,2023,SE,Full-time,Data Scientist,297300,US,100,US,Medium
483,2023,SE,Full-time,Data Scientist,198200,US,100,US,Medium
484,2023,MI,Full-time,Research Scientist,210000,US,100,US,Medium
485,2023,MI,Full-time,Research Scientist,151800,US,100,US,Medium
488,2023,SE,Full-time,Data Scientist,317070,US,0,US,Medium
489,2023,SE,Full-time,Data Scientist,170730,US,0,US,Medium
492,2023,EN,Full-time,Business Data Analyst,21461,ES,0,ES,Medium
493,2023,SE,Full-time,AI Developer,108000,UA,0,UA,Medium
494,2023,SE,Full-time,AI Developer,60000,UA,0,UA,Medium
495,2023,MI,Full-time,MLOps Engineer,134000,US,100,US,Medium
496,2023,MI,Full-time,MLOps Engineer,124000,US,100,US,Medium
497,2023,SE,Full-time,Data Engineer,171250,US,0,US,Medium
498,2023,SE,Full-time,Data Engineer,113750,US,0,US,Medium
501,2023,SE,Full-time,Data Scientist,225000,US,0,US,Medium
